X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-1.400000e-02,2.000000e-05,
0,2.750000e+02,0.000000e+00,2.937500e+02,
1,2.937500e+02,-1.875000e+01,3.125000e+02,
2,2.750000e+02,0.000000e+00,3.000000e+02,
3,2.937500e+02,-1.875000e+01,3.125000e+02,
4,2.750000e+02,6.250000e+00,3.187500e+02,
5,3.000000e+02,-2.500000e+01,-6.250000e+00,
6,2.937500e+02,0.000000e+00,6.250000e+00,
7,-1.875000e+01,-1.875000e+01,1.875000e+01,
8,-1.875000e+01,0.000000e+00,1.875000e+01,
9,0.000000e+00,-1.875000e+01,6.250000e+00,
10,0.000000e+00,0.000000e+00,1.875000e+01,
11,-2.500000e+01,-1.875000e+01,0.000000e+00,
12,-2.500000e+01,0.000000e+00,1.250000e+01,
13,0.000000e+00,-1.875000e+01,0.000000e+00,
14,-6.250000e+00,-1.250000e+01,1.250000e+01,
15,-2.500000e+01,0.000000e+00,0.000000e+00,
16,-2.500000e+01,6.250000e+00,1.250000e+01,
17,0.000000e+00,-1.875000e+01,0.000000e+00,
18,-6.250000e+00,0.000000e+00,0.000000e+00,
19,-2.500000e+01,-1.875000e+01,1.250000e+01,
20,-2.500000e+01,1.875000e+01,-1.250000e+01,
21,3.687500e+02,-2.500000e+01,3.125000e+01,
22,2.937500e+02,0.000000e+00,0.000000e+00,
23,2.750000e+02,-1.875000e+01,3.187500e+02,
24,2.937500e+02,0.000000e+00,3.000000e+02,
25,2.750000e+02,-1.875000e+01,3.187500e+02,
26,2.750000e+02,0.000000e+00,3.062500e+02,
27,3.000000e+02,-1.875000e+01,3.187500e+02,
28,3.000000e+02,0.000000e+00,3.062500e+02,
29,-2.500000e+01,-1.875000e+01,3.187500e+02,
30,-1.875000e+01,0.000000e+00,3.250000e+02,
31,0.000000e+00,-1.875000e+01,3.062500e+02,
32,-1.875000e+01,6.250000e+00,3.250000e+02,
33,0.000000e+00,-2.500000e+01,-6.250000e+00,
34,-2.500000e+01,0.000000e+00,2.500000e+01,
35,0.000000e+00,-1.875000e+01,6.250000e+00,
36,-2.500000e+01,0.000000e+00,1.875000e+01,
37,0.000000e+00,-1.875000e+01,6.250000e+00,
38,-6.250000e+00,0.000000e+00,1.875000e+01,
39,-2.500000e+01,-1.875000e+01,0.000000e+00,
40,-3.125000e+01,-1.875000e+01,3.125000e+01,
41,0.000000e+00,3.187500e+02,-1.250000e+01,
42,-6.250000e+00,-1.250000e+01,1.250000e+01,
43,-2.500000e+01,0.000000e+00,0.000000e+00,
44,-2.500000e+01,-2.500000e+01,-1.250000e+01,
45,3.562500e+02,1.875000e+01,3.125000e+01,
46,2.812500e+02,0.000000e+00,1.250000e+01,
47,3.000000e+02,-1.875000e+01,0.000000e+00,
48,3.000000e+02,0.000000e+00,0.000000e+00,
49,2.812500e+02,-1.875000e+01,3.250000e+02,
50,3.000000e+02,0.000000e+00,3.062500e+02,
51,2.812500e+02,-1.875000e+01,3.250000e+02,
52,3.000000e+02,0.000000e+00,3.250000e+02,
53,-2.500000e+01,-1.875000e+01,3.125000e+02,
54,0.000000e+00,0.000000e+00,3.125000e+02,
55,-2.500000e+01,-1.875000e+01,3.312500e+02,
56,-2.500000e+01,-1.250000e+01,3.187500e+02,
57,0.000000e+00,0.000000e+00,3.312500e+02,
58,-2.500000e+01,-1.250000e+01,3.187500e+02,
59,0.000000e+00,0.000000e+00,3.312500e+02,
60,-2.500000e+01,6.250000e+00,3.312500e+02,
61,0.000000e+00,-3.125000e+01,-6.250000e+00,
62,-6.250000e+00,-1.250000e+01,2.500000e+01,
63,-2.500000e+01,6.250000e+00,6.250000e+00,
64,-3.125000e+01,-1.875000e+01,-6.250000e+00,
65,0.000000e+00,3.250000e+02,3.750000e+01,
66,-6.250000e+00,3.062500e+02,1.875000e+01,
67,-2.500000e+01,-1.875000e+01,0.000000e+00,
68,-6.250000e+00,-1.250000e+01,0.000000e+00,
69,-2.500000e+01,6.250000e+00,1.875000e+01,
70,-2.500000e+01,-2.500000e+01,-1.250000e+01,
71,3.062500e+02,1.250000e+01,3.125000e+01,
72,2.875000e+02,-1.250000e+01,0.000000e+00,
73,3.062500e+02,6.250000e+00,3.312500e+02,
